ID_Client,Date_Transaction,Montant,Magasin,Categorie_Produit,Quantite,Mode_Paiement,Satisfaction_Client
2997,2024-12-04,866.57,Marseille,Vêtements,3,Carte bancaire,2
3595,2024-12-04,353.66,Paris,Meubles,9,Carte bancaire,2
3210,2024-12-04,130.43,Lyon,Électronique,5,Carte bancaire,2
2543,2024-12-04,509.08,Lyon,Vêtements,1,Carte bancaire,5
679,2024-12-04,46.28,Bordeaux,Meubles,8,PayPal,5
1890,2024-12-04,166.92,Paris,Meubles,5,Carte bancaire,4
1644,2024-12-04,248.76,Paris,Électronique,5,PayPal,3
835,2024-12-04,672.33,Marseille,Meubles,2,Carte bancaire,5
2242,2024-12-04,519.68,Paris,Meubles,9,PayPal,3
2356,2024-12-04,316.37,Marseille,Meubles,6,Carte bancaire,2
1669,2024-12-04,573.47,Paris,Électronique,3,PayPal,3
2554,2024-12-04,142.7,Paris,Électronique,7,Carte bancaire,4
281,2024-12-04,760.59,Bordeaux,Électronique,2,Carte bancaire,2
2763,2024-12-04,717.79,Lyon,Électronique,7,Carte bancaire,3
4704,2024-12-04,232.17,Paris,Électronique,2,Carte bancaire,4
4579,2024-12-04,614.26,Paris,Meubles,5,Carte bancaire,3
1247,2024-12-04,513.24,Bordeaux,Électronique,9,Carte bancaire,4
1773,2024-12-04,79.6,Marseille,Meubles,9,Carte bancaire,3
2165,2024-12-04,292.59,Lille,Électronique,6,Carte bancaire,2
192,2024-12-04,999.49,Bordeaux,Vêtements,3,Carte bancaire,2
2836,2024-12-04,117.54,Bordeaux,Électronique,4,Carte bancaire,1
2666,2024-12-04,516.28,Lyon,Vêtements,4,Carte bancaire,4
2564,2024-12-04,852.35,Bordeaux,Vêtements,9,Carte bancaire,3
307,2024-12-04,314.64,Lyon,Vêtements,4,Carte bancaire,3
532,2024-12-04,275.49,Bordeaux,Électronique,4,Espèces,3
4218,2024-12-04,892.98,Bordeaux,Électronique,5,Carte bancaire,5
2697,2024-12-04,318.73,Marseille,Vêtements,6,PayPal,4
4688,2024-12-04,658.46,Lyon,Électronique,8,Carte bancaire,3
59,2024-12-04,745.51,Marseille,Électronique,1,Carte bancaire,1
1574,2024-12-04,792.85,Lyon,Électronique,5,Carte bancaire,2
1141,2024-12-04,994.86,Lyon,Meubles,9,Carte bancaire,5
1811,2024-12-04,807.13,Lille,Vêtements,4,PayPal,5
3199,2024-12-04,663.87,Lyon,Électronique,8,PayPal,2
3477,2024-12-04,897.55,Paris,Électronique,9,Carte bancaire,5
4495,2024-12-04,907.63,Marseille,Électronique,1,Carte bancaire,1
2563,2024-12-04,973.7,Marseille,Électronique,8,Carte bancaire,1
2853,2024-12-04,780.94,Bordeaux,Vêtements,8,PayPal,2
942,2024-12-04,211.03,Marseille,Meubles,5,PayPal,4
4624,2024-12-04,715.61,Paris,Électronique,2,PayPal,5
1775,2024-12-04,93.63,Paris,Vêtements,7,Carte bancaire,3
1422,2024-12-04,331.6,Paris,Vêtements,5,Espèces,3
436,2024-12-04,133.49,Paris,Vêtements,5,Carte bancaire,1
840,2024-12-04,950.94,Bordeaux,Électronique,6,Espèces,4
4002,2024-12-04,351.98,Lyon,Vêtements,8,Carte bancaire,4
4456,2024-12-04,718.95,Lyon,Électronique,1,Carte bancaire,5
4960,2024-12-04,579.89,Bordeaux,Vêtements,3,PayPal,5
2682,2024-12-04,125.36,Lyon,Électronique,7,Carte bancaire,2
1651,2024-12-04,570.12,Paris,Vêtements,9,PayPal,1
1246,2024-12-04,667.8,Marseille,Meubles,2,Carte bancaire,2
2262,2024-12-04,883.89,Paris,Électronique,4,Espèces,2
916,2024-12-04,88.68,Marseille,Électronique,4,Carte bancaire,4
2640,2024-12-04,309.72,Bordeaux,Vêtements,7,Espèces,5
3890,2024-12-04,698.49,Lille,Meubles,5,PayPal,3
4482,2024-12-04,53.65,Paris,Vêtements,5,Carte bancaire,2
1327,2024-12-04,219.48,Lyon,Électronique,7,Carte bancaire,1
3359,2024-12-04,234.3,Marseille,Électronique,2,Carte bancaire,2
1586,2024-12-04,675.94,Lyon,Meubles,8,Carte bancaire,3
3369,2024-12-04,300.24,Lyon,Vêtements,6,Espèces,3
389,2024-12-04,607.6,Paris,Électronique,5,Carte bancaire,1
2792,2024-12-04,966.04,Marseille,Vêtements,1,Carte bancaire,3
3333,2024-12-04,797.38,Bordeaux,Électronique,2,PayPal,3
704,2024-12-04,346.24,Lille,Vêtements,6,Carte bancaire,3
2821,2024-12-04,482.95,Bordeaux,Vêtements,6,Carte bancaire,2
4960,2024-12-04,216.66,Paris,Vêtements,9,PayPal,1
1060,2024-12-04,35.41,Marseille,Électronique,6,Carte bancaire,2
4175,2024-12-04,303.92,Lyon,Électronique,1,Carte bancaire,1
1299,2024-12-04,382.02,Lille,Vêtements,7,PayPal,3
1302,2024-12-04,573.08,Lille,Vêtements,3,Carte bancaire,3
674,2024-12-04,945.19,Lille,Électronique,8,PayPal,5
2360,2024-12-04,948.9,Bordeaux,Électronique,6,Carte bancaire,3
4300,2024-12-04,88.7,Lyon,Électronique,3,Carte bancaire,1
4113,2024-12-04,622.35,Marseille,Vêtements,3,Carte bancaire,4
4572,2024-12-04,61.51,Lille,Électronique,8,Carte bancaire,1
3583,2024-12-04,655.12,Marseille,Électronique,6,Carte bancaire,3
1017,2024-12-04,135.35,Bordeaux,Vêtements,2,PayPal,3
210,2024-12-04,947.47,Lille,Meubles,3,Carte bancaire,4
499,2024-12-04,867.05,Marseille,Meubles,6,Carte bancaire,3
429,2024-12-04,41.88,Paris,Électronique,7,Carte bancaire,5
3640,2024-12-04,786.49,Paris,Vêtements,4,Carte bancaire,4
3152,2024-12-04,643.18,Paris,Électronique,8,Carte bancaire,2
2106,2024-12-04,505.46,Lyon,Électronique,3,PayPal,5
1554,2024-12-04,610.58,Lyon,Vêtements,6,PayPal,1
3207,2024-12-04,684.69,Marseille,Meubles,7,Carte bancaire,5
2570,2024-12-04,886.77,Lyon,Meubles,8,Carte bancaire,5
2629,2024-12-04,772.01,Lille,Meubles,4,PayPal,3
1877,2024-12-04,583.87,Paris,Meubles,5,Carte bancaire,2
4995,2024-12-04,828.12,Bordeaux,Électronique,6,Carte bancaire,4
1068,2024-12-04,987.18,Paris,Meubles,1,Carte bancaire,5
1507,2024-12-04,314.18,Marseille,Électronique,9,Carte bancaire,3
3014,2024-12-04,136.05,Marseille,Meubles,3,Espèces,5
1668,2024-12-04,736.82,Bordeaux,Vêtements,2,PayPal,2
4589,2024-12-04,979.02,Lyon,Vêtements,7,Carte bancaire,4
4701,2024-12-04,134.37,Paris,Électronique,4,Carte bancaire,3
4067,2024-12-04,443.07,Lyon,Électronique,4,Carte bancaire,5
948,2024-12-04,81.02,Paris,Vêtements,9,PayPal,2
4390,2024-12-04,781.0,Lyon,Meubles,7,Carte bancaire,1
1172,2024-12-04,949.73,Lyon,Électronique,9,Carte bancaire,1
172,2024-12-04,509.01,Marseille,Électronique,1,Carte bancaire,2
4627,2024-12-04,421.33,Bordeaux,Électronique,3,Carte bancaire,4
1144,2024-12-04,909.56,Lille,Électronique,6,PayPal,5
1860,2024-12-04,150.72,Lyon,Électronique,1,Espèces,5
2189,2024-12-04,893.75,Paris,Électronique,5,PayPal,2
2494,2024-12-04,404.28,Bordeaux,Électronique,4,PayPal,5
3578,2024-12-04,568.22,Lyon,Meubles,4,PayPal,4
189,2024-12-04,537.73,Lyon,Meubles,7,PayPal,2
4077,2024-12-04,623.66,Marseille,Électronique,5,PayPal,1
158,2024-12-04,943.28,Marseille,Meubles,7,Carte bancaire,1
2718,2024-12-04,952.1,Bordeaux,Électronique,1,Carte bancaire,3
1971,2024-12-04,834.53,Lille,Vêtements,9,Carte bancaire,1
246,2024-12-04,207.71,Lille,Vêtements,8,Carte bancaire,5
2904,2024-12-04,346.85,Bordeaux,Électronique,7,Espèces,4
2796,2024-12-04,498.07,Bordeaux,Électronique,2,PayPal,4
3825,2024-12-04,907.35,Paris,Meubles,6,PayPal,3
2378,2024-12-04,530.45,Bordeaux,Électronique,4,Carte bancaire,5
850,2024-12-04,977.89,Paris,Électronique,3,PayPal,2
1811,2024-12-04,984.16,Marseille,Meubles,8,Carte bancaire,3
3987,2024-12-04,606.61,Paris,Électronique,4,Carte bancaire,5
2127,2024-12-04,879.95,Lyon,Vêtements,3,PayPal,2
4265,2024-12-04,999.24,Paris,Meubles,5,Carte bancaire,1
3031,2024-12-04,852.72,Lyon,Meubles,9,PayPal,1
2308,2024-12-04,663.77,Lyon,Meubles,3,PayPal,2
3077,2024-12-04,848.23,Paris,Vêtements,9,Carte bancaire,3
2345,2024-12-04,101.0,Bordeaux,Électronique,4,Carte bancaire,2
620,2024-12-04,642.12,Bordeaux,Meubles,4,PayPal,5
2903,2024-12-04,232.19,Bordeaux,Vêtements,2,Carte bancaire,2
2408,2024-12-04,133.74,Bordeaux,Vêtements,8,PayPal,5
4453,2024-12-04,895.01,Bordeaux,Meubles,4,Carte bancaire,5
3005,2024-12-04,646.85,Lille,Meubles,3,Carte bancaire,1
3915,2024-12-04,258.68,Marseille,Vêtements,3,Carte bancaire,5
2487,2024-12-04,399.05,Marseille,Électronique,1,Carte bancaire,4
3403,2024-12-04,973.81,Bordeaux,Électronique,8,Carte bancaire,1
3597,2024-12-04,864.94,Lyon,Vêtements,5,Carte bancaire,1
1678,2024-12-04,35.27,Paris,Électronique,5,Espèces,2
4040,2024-12-04,980.2,Marseille,Électronique,4,PayPal,5
1305,2024-12-04,381.16,Paris,Vêtements,5,Carte bancaire,2
4094,2024-12-04,701.51,Lyon,Vêtements,5,Carte bancaire,5
1964,2024-12-04,718.42,Paris,Vêtements,9,Carte bancaire,1
3308,2024-12-04,913.45,Bordeaux,Électronique,6,Carte bancaire,4
1362,2024-12-04,887.36,Lille,Électronique,9,Carte bancaire,1
4295,2024-12-04,296.09,Paris,Électronique,8,Carte bancaire,3
1788,2024-12-04,650.66,Paris,Vêtements,3,Carte bancaire,2
1074,2024-12-04,405.83,Paris,Vêtements,2,Espèces,4
1166,2024-12-04,535.03,Marseille,Vêtements,6,PayPal,2
3600,2024-12-04,563.58,Lyon,Électronique,2,PayPal,5
2718,2024-12-04,408.42,Lyon,Électronique,3,Carte bancaire,2
3154,2024-12-04,474.62,Paris,Meubles,3,Espèces,1
4127,2024-12-04,224.18,Lyon,Électronique,1,Carte bancaire,1
3056,2024-12-04,615.49,Lyon,Vêtements,5,Carte bancaire,2
660,2024-12-04,763.78,Marseille,Électronique,8,Carte bancaire,5
4643,2024-12-04,441.15,Paris,Électronique,9,Carte bancaire,5
2583,2024-12-04,978.13,Marseille,Électronique,7,Carte bancaire,4
1130,2024-12-04,76.08,Lyon,Meubles,5,Carte bancaire,1
2275,2024-12-04,597.38,Lyon,Électronique,8,PayPal,2
4467,2024-12-04,591.93,Lyon,Meubles,9,Espèces,4
1469,2024-12-04,55.57,Marseille,Meubles,9,PayPal,3
2103,2024-12-04,240.08,Marseille,Vêtements,9,Carte bancaire,4
3267,2024-12-04,907.43,Bordeaux,Vêtements,2,Carte bancaire,3
2472,2024-12-04,553.62,Paris,Meubles,3,Carte bancaire,3
1152,2024-12-04,447.66,Paris,Vêtements,2,Carte bancaire,4
93,2024-12-04,427.19,Paris,Électronique,5,Carte bancaire,1
2567,2024-12-04,890.4,Lyon,Vêtements,3,Carte bancaire,4
1282,2024-12-04,379.69,Paris,Électronique,9,Carte bancaire,4
2901,2024-12-04,861.98,Paris,Électronique,2,Carte bancaire,1
2800,2024-12-04,323.01,Lyon,Meubles,5,PayPal,1
3178,2024-12-04,540.87,Marseille,Meubles,5,PayPal,1
4512,2024-12-04,160.94,Bordeaux,Vêtements,5,PayPal,1
2605,2024-12-04,828.53,Lyon,Vêtements,1,Carte bancaire,1
3882,2024-12-04,741.26,Lyon,Meubles,7,Carte bancaire,1
2414,2024-12-04,539.49,Bordeaux,Vêtements,2,Carte bancaire,4
1545,2024-12-04,45.38,Lyon,Vêtements,2,Carte bancaire,2
3531,2024-12-05,491.63,Bordeaux,Vêtements,9,Carte bancaire,2
2647,2024-12-05,240.69,Lille,Électronique,1,Carte bancaire,2
4785,2024-12-05,425.11,Bordeaux,Électronique,9,Carte bancaire,4
2059,2024-12-05,859.3,Lyon,Meubles,6,Espèces,1
4515,2024-12-05,774.21,Marseille,Meubles,5,Carte bancaire,3
1146,2024-12-05,257.11,Marseille,Vêtements,5,PayPal,1
911,2024-12-05,985.25,Lyon,Vêtements,5,Carte bancaire,5
3307,2024-12-05,905.15,Bordeaux,Meubles,6,Carte bancaire,1
1567,2024-12-05,538.1,Lyon,Vêtements,7,Carte bancaire,2
2396,2024-12-05,539.55,Bordeaux,Électronique,9,Carte bancaire,1
3006,2024-12-05,903.24,Paris,Électronique,2,Espèces,1
4508,2024-12-05,643.42,Paris,Électronique,4,Carte bancaire,5
4249,2024-12-05,545.95,Marseille,Meubles,5,Carte bancaire,3
92,2024-12-05,754.17,Lyon,Vêtements,6,PayPal,3
3993,2024-12-05,250.4,Paris,Électronique,7,Carte bancaire,2
331,2024-12-05,880.81,Lyon,Meubles,3,PayPal,3
955,2024-12-05,540.79,Paris,Meubles,3,Carte bancaire,2
3781,2024-12-05,611.43,Marseille,Électronique,9,Carte bancaire,4
2602,2024-12-05,108.14,Lyon,Vêtements,9,PayPal,5
2978,2024-12-05,323.32,Paris,Vêtements,2,PayPal,1
4290,2024-12-05,438.2,Lyon,Vêtements,4,Carte bancaire,5
530,2024-12-05,425.63,Paris,Vêtements,4,PayPal,3
2893,2024-12-05,782.72,Marseille,Vêtements,5,Espèces,1
1267,2024-12-05,296.68,Paris,Meubles,2,PayPal,5
1474,2024-12-05,198.47,Bordeaux,Vêtements,4,PayPal,5
4735,2024-12-05,590.96,Paris,Électronique,3,Carte bancaire,2
1598,2024-12-05,622.71,Lyon,Électronique,6,PayPal,4
2526,2024-12-05,139.15,Marseille,Électronique,4,Espèces,5
4794,2024-12-05,22.42,Paris,Vêtements,1,PayPal,1
3762,2024-12-05,919.3,Paris,Électronique,3,Carte bancaire,4
2743,2024-12-05,98.04,Lyon,Meubles,8,Carte bancaire,4
4636,2024-12-05,899.91,Paris,Meubles,3,PayPal,1
4426,2024-12-05,411.23,Lyon,Meubles,7,Carte bancaire,4
470,2024-12-05,659.99,Marseille,Meubles,2,PayPal,3
3831,2024-12-05,201.9,Paris,Électronique,5,Carte bancaire,4
534,2024-12-05,827.44,Lyon,Vêtements,7,Espèces,2
4563,2024-12-05,196.59,Lille,Électronique,1,PayPal,4
4056,2024-12-05,398.78,Bordeaux,Électronique,1,PayPal,5
3680,2024-12-05,253.27,Paris,Meubles,8,Carte bancaire,4
4088,2024-12-05,840.76,Paris,Vêtements,2,PayPal,2
762,2024-12-05,861.17,Lyon,Électronique,4,Carte bancaire,2
891,2024-12-05,384.59,Paris,Électronique,3,Carte bancaire,4
2356,2024-12-05,321.23,Paris,Vêtements,5,Espèces,3
1956,2024-12-05,778.09,Paris,Électronique,2,Carte bancaire,4
2972,2024-12-05,880.94,Paris,Électronique,6,Carte bancaire,1
1673,2024-12-05,631.54,Lyon,Vêtements,8,PayPal,2
2837,2024-12-05,928.86,Lyon,Meubles,5,Carte bancaire,4
4928,2024-12-05,395.38,Paris,Meubles,7,Espèces,3
4940,2024-12-05,168.85,Lyon,Vêtements,5,Carte bancaire,3
3645,2024-12-05,196.05,Lyon,Électronique,6,Carte bancaire,3
2298,2024-12-05,676.44,Marseille,Meubles,9,Espèces,5
4062,2024-12-05,419.38,Lille,Meubles,1,Carte bancaire,5
3167,2024-12-05,173.19,Lille,Vêtements,9,Carte bancaire,5
1320,2024-12-05,306.38,Lyon,Meubles,3,Espèces,1
184,2024-12-05,539.99,Bordeaux,Vêtements,3,Carte bancaire,1
1284,2024-12-05,139.02,Paris,Électronique,4,Carte bancaire,4
2847,2024-12-05,23.37,Lyon,Meubles,8,PayPal,5
2234,2024-12-05,918.95,Marseille,Vêtements,1,Espèces,5
4089,2024-12-05,318.76,Marseille,Vêtements,4,PayPal,1
1433,2024-12-05,237.07,Paris,Électronique,7,Carte bancaire,3
3141,2024-12-05,704.51,Paris,Électronique,3,Carte bancaire,3
1797,2024-12-05,856.33,Lyon,Électronique,7,Carte bancaire,2
4723,2024-12-05,639.63,Marseille,Électronique,5,Carte bancaire,4
2056,2024-12-05,269.39,Lille,Électronique,9,Carte bancaire,4
3337,2024-12-05,864.4,Paris,Électronique,8,PayPal,5
783,2024-12-05,520.22,Lille,Vêtements,3,Carte bancaire,1
1508,2024-12-05,393.57,Paris,Meubles,4,PayPal,4
4871,2024-12-05,612.63,Lille,Meubles,7,Espèces,3
3855,2024-12-05,706.6,Bordeaux,Électronique,2,Carte bancaire,1
677,2024-12-05,601.95,Paris,Meubles,6,Carte bancaire,5
1831,2024-12-05,921.84,Paris,Vêtements,9,PayPal,5
4091,2024-12-05,635.46,Paris,Vêtements,9,Carte bancaire,4
4307,2024-12-05,881.01,Lille,Électronique,6,PayPal,4
1361,2024-12-05,595.22,Lyon,Électronique,6,Carte bancaire,2
4586,2024-12-05,343.09,Marseille,Meubles,6,Carte bancaire,4
2687,2024-12-05,541.65,Paris,Vêtements,6,PayPal,4
191,2024-12-05,104.61,Lille,Électronique,3,Carte bancaire,3
843,2024-12-05,245.57,Paris,Électronique,4,PayPal,3
335,2024-12-05,770.91,Paris,Électronique,6,PayPal,1
1111,2024-12-05,668.25,Lyon,Vêtements,1,Carte bancaire,4
579,2024-12-05,183.19,Lyon,Meubles,1,PayPal,4
62,2024-12-05,449.25,Paris,Vêtements,7,PayPal,5
387,2024-12-05,159.15,Marseille,Meubles,1,PayPal,3
1170,2024-12-05,858.7,Paris,Meubles,5,Carte bancaire,5
2201,2024-12-05,126.99,Lyon,Électronique,8,Carte bancaire,4
4715,2024-12-05,661.15,Lyon,Électronique,6,Carte bancaire,3
1684,2024-12-05,614.86,Paris,Vêtements,3,Carte bancaire,4
487,2024-12-05,483.32,Lyon,Électronique,2,Carte bancaire,2
3733,2024-12-05,292.67,Marseille,Vêtements,2,Espèces,5
541,2024-12-05,415.88,Paris,Électronique,4,PayPal,3
2061,2024-12-05,810.26,Lyon,Vêtements,9,Carte bancaire,3
4247,2024-12-05,766.32,Marseille,Électronique,9,Espèces,4
1239,2024-12-05,744.03,Paris,Vêtements,1,PayPal,4
991,2024-12-05,754.83,Marseille,Vêtements,5,Carte bancaire,1
4468,2024-12-05,161.01,Paris,Meubles,9,Carte bancaire,1
2300,2024-12-05,117.11,Paris,Électronique,4,Espèces,5
3908,2024-12-05,864.27,Bordeaux,Vêtements,7,Carte bancaire,3
4289,2024-12-05,840.43,Paris,Électronique,6,Carte bancaire,4
1081,2024-12-05,687.69,Lyon,Électronique,4,PayPal,5
198,2024-12-05,613.79,Marseille,Électronique,7,Carte bancaire,3
2195,2024-12-05,379.53,Paris,Vêtements,7,Carte bancaire,4
1599,2024-12-05,239.6,Lyon,Vêtements,2,Espèces,1
1601,2024-12-05,674.3,Lille,Électronique,7,Carte bancaire,3
3693,2024-12-05,914.77,Marseille,Électronique,9,PayPal,4
3866,2024-12-05,448.26,Paris,Électronique,6,Carte bancaire,5
684,2024-12-05,317.15,Marseille,Vêtements,6,Carte bancaire,5
3084,2024-12-05,285.33,Paris,Vêtements,6,Espèces,2
3990,2024-12-05,43.23,Paris,Meubles,2,Carte bancaire,3
333,2024-12-05,529.91,Bordeaux,Vêtements,6,PayPal,5
1772,2024-12-05,988.47,Paris,Vêtements,6,PayPal,3
4201,2024-12-05,818.93,Paris,Électronique,9,Carte bancaire,5
2722,2024-12-05,899.53,Lyon,Électronique,2,Carte bancaire,3
807,2024-12-05,628.74,Lille,Vêtements,9,Carte bancaire,3
1065,2024-12-05,491.82,Paris,Vêtements,5,Espèces,3
889,2024-12-05,990.65,Paris,Meubles,9,Carte bancaire,2
2924,2024-12-05,458.22,Lyon,Meubles,2,PayPal,1
321,2024-12-05,918.49,Lyon,Meubles,5,Carte bancaire,3
3958,2024-12-05,766.61,Lyon,Meubles,2,Carte bancaire,1
2383,2024-12-05,344.36,Lille,Vêtements,5,Espèces,1
3232,2024-12-05,513.0,Paris,Électronique,7,Espèces,1
2312,2024-12-05,396.64,Paris,Électronique,7,PayPal,5
3602,2024-12-05,153.5,Paris,Meubles,7,Espèces,4
1501,2024-12-05,369.63,Marseille,Électronique,5,Carte bancaire,1
1569,2024-12-05,891.19,Lyon,Électronique,7,Carte bancaire,3
3282,2024-12-05,757.58,Bordeaux,Vêtements,6,Carte bancaire,4
1520,2024-12-05,292.03,Lille,Électronique,7,Espèces,5
1919,2024-12-05,380.56,Paris,Vêtements,5,Espèces,2
4090,2024-12-05,624.11,Lille,Vêtements,2,Carte bancaire,1
1866,2024-12-05,427.82,Paris,Vêtements,9,PayPal,1
1406,2024-12-05,512.98,Lyon,Vêtements,2,PayPal,5
2724,2024-12-05,704.21,Bordeaux,Électronique,3,PayPal,3
5,2024-12-05,477.91,Marseille,Électronique,9,PayPal,3
1169,2024-12-05,207.15,Bordeaux,Meubles,2,PayPal,4
2399,2024-12-05,530.16,Lyon,Électronique,8,Carte bancaire,4
2631,2024-12-05,369.0,Lille,Vêtements,3,Carte bancaire,3
348,2024-12-05,304.92,Bordeaux,Vêtements,6,Carte bancaire,2
4221,2024-12-05,341.55,Lyon,Électronique,9,Carte bancaire,3
1814,2024-12-05,450.22,Lille,Électronique,3,Carte bancaire,2
3343,2024-12-05,888.88,Lille,Électronique,9,Carte bancaire,5
2575,2024-12-05,739.38,Lyon,Électronique,7,Carte bancaire,2
3826,2024-12-05,674.52,Marseille,Électronique,5,Carte bancaire,5
4594,2024-12-05,481.84,Bordeaux,Meubles,8,Carte bancaire,1
53,2024-12-05,21.79,Bordeaux,Vêtements,6,Carte bancaire,3
149,2024-12-05,353.74,Paris,Électronique,7,Carte bancaire,4
503,2024-12-05,816.93,Marseille,Vêtements,3,Carte bancaire,1
870,2024-12-05,400.41,Lille,Électronique,6,Carte bancaire,4
3522,2024-12-05,572.54,Paris,Électronique,3,PayPal,2
4315,2024-12-05,220.65,Bordeaux,Meubles,7,Carte bancaire,3
3872,2024-12-05,917.54,Lyon,Meubles,6,Carte bancaire,3
1301,2024-12-05,924.71,Paris,Vêtements,8,Carte bancaire,3
2500,2024-12-05,163.15,Paris,Meubles,8,Carte bancaire,1
4034,2024-12-05,729.68,Bordeaux,Meubles,6,Carte bancaire,5
3290,2024-12-05,93.73,Lyon,Vêtements,2,Carte bancaire,2
4834,2024-12-05,606.58,Lyon,Meubles,6,PayPal,1
3854,2024-12-05,195.08,Lyon,Vêtements,1,Carte bancaire,1
2452,2024-12-05,162.79,Lyon,Électronique,6,PayPal,5
4386,2024-12-05,24.04,Paris,Meubles,6,PayPal,4
339,2024-12-05,942.04,Marseille,Électronique,6,Carte bancaire,4
2825,2024-12-05,832.67,Marseille,Électronique,9,Carte bancaire,3
1694,2024-12-05,95.93,Paris,Électronique,4,Carte bancaire,1
987,2024-12-05,607.39,Lyon,Meubles,7,Carte bancaire,5
3491,2024-12-05,248.24,Marseille,Électronique,3,Carte bancaire,5
2734,2024-12-05,278.74,Paris,Vêtements,8,Carte bancaire,4
3768,2024-12-05,876.69,Bordeaux,Vêtements,2,PayPal,5
4077,2024-12-05,132.04,Lyon,Vêtements,2,PayPal,4
2007,2024-12-05,609.46,Paris,Électronique,5,PayPal,4
3108,2024-12-05,413.23,Lyon,Vêtements,1,Carte bancaire,1
4469,2024-12-05,206.98,Lyon,Meubles,1,Carte bancaire,2
3331,2024-12-05,462.88,Paris,Électronique,3,PayPal,3
3042,2024-12-05,941.68,Paris,Meubles,6,PayPal,2
531,2024-12-05,785.98,Paris,Électronique,6,Carte bancaire,5
924,2024-12-05,149.47,Lyon,Vêtements,8,PayPal,2
4119,2024-12-05,852.44,Lyon,Vêtements,7,PayPal,2
241,2024-12-05,938.69,Bordeaux,Meubles,1,Carte bancaire,4
1897,2024-12-05,291.42,Marseille,Électronique,1,PayPal,1
3325,2024-12-05,346.75,Bordeaux,Vêtements,4,PayPal,5
814,2024-12-05,143.78,Marseille,Électronique,1,Carte bancaire,3
4751,2024-12-05,358.04,Lyon,Vêtements,1,Espèces,4
783,2024-12-05,679.68,Marseille,Vêtements,1,Espèces,3
4056,2024-12-05,286.71,Lyon,Électronique,3,Espèces,1
8,2024-12-05,26.69,Lyon,Meubles,2,Carte bancaire,2
3774,2024-12-05,351.77,Lyon,Électronique,8,Carte bancaire,2
4671,2024-12-05,464.11,Bordeaux,Vêtements,7,PayPal,1
3140,2024-12-05,575.03,Marseille,Vêtements,8,PayPal,5
3790,2024-12-05,690.15,Lyon,Vêtements,4,Carte bancaire,4
4052,2024-12-05,80.55,Paris,Électronique,9,Carte bancaire,2
518,2024-12-05,480.36,Lyon,Électronique,5,PayPal,1
3191,2024-12-05,281.04,Paris,Meubles,7,Carte bancaire,4
3103,2024-12-05,949.01,Lille,Meubles,4,Carte bancaire,4
4579,2024-12-05,372.7,Lyon,Vêtements,1,Carte bancaire,1
2717,2024-12-05,118.12,Paris,Vêtements,8,Espèces,2
579,2024-12-05,60.66,Paris,Meubles,9,Carte bancaire,5
4483,2024-12-05,280.1,Paris,Vêtements,9,Carte bancaire,2
4508,2024-12-05,195.3,Paris,Électronique,8,Carte bancaire,2
1866,2024-12-05,656.8,Bordeaux,Meubles,1,Carte bancaire,2
1377,2024-12-05,850.03,Bordeaux,Électronique,3,Carte bancaire,2
2939,2024-12-05,326.31,Lille,Meubles,5,Carte bancaire,3
906,2024-12-05,586.24,Marseille,Vêtements,7,Carte bancaire,1
965,2024-12-05,735.7,Marseille,Vêtements,8,PayPal,5
1977,2024-12-05,410.52,Lille,Vêtements,1,Carte bancaire,5
4760,2024-12-05,85.0,Lille,Électronique,5,Carte bancaire,3
4921,2024-12-05,244.6,Bordeaux,Vêtements,3,PayPal,5
1888,2024-12-05,885.4,Bordeaux,Vêtements,7,Carte bancaire,3
2448,2024-12-05,827.99,Marseille,Électronique,6,Espèces,3
992,2024-12-05,104.8,Paris,Vêtements,1,Carte bancaire,5
3557,2024-12-05,239.47,Lyon,Électronique,2,Carte bancaire,5
3960,2024-12-05,773.78,Marseille,Vêtements,5,PayPal,2
3605,2024-12-05,496.18,Lyon,Électronique,5,Carte bancaire,3
1084,2024-12-05,764.77,Bordeaux,Vêtements,1,PayPal,4
435,2024-12-05,226.87,Bordeaux,Électronique,4,Carte bancaire,1
21,2024-12-05,953.64,Marseille,Vêtements,9,Carte bancaire,2
2923,2024-12-05,787.94,Paris,Meubles,9,Carte bancaire,3
1926,2024-12-05,213.5,Lyon,Meubles,5,PayPal,2
1473,2024-12-05,567.28,Paris,Meubles,7,PayPal,2
1100,2024-12-05,130.84,Lyon,Électronique,2,PayPal,1
2638,2024-12-05,374.21,Marseille,Meubles,1,Espèces,5
390,2024-12-05,666.43,Paris,Électronique,2,Carte bancaire,5
3414,2024-12-05,343.53,Paris,Vêtements,4,PayPal,1
2616,2024-12-05,663.62,Lyon,Électronique,6,Carte bancaire,2
1355,2024-12-05,259.88,Bordeaux,Vêtements,3,Carte bancaire,3
4522,2024-12-05,726.78,Paris,Meubles,2,Carte bancaire,5
6,2024-12-05,372.4,Bordeaux,Meubles,7,PayPal,4
191,2024-12-05,794.67,Lyon,Électronique,8,Carte bancaire,3
148,2024-12-05,153.96,Paris,Électronique,9,PayPal,2
4501,2024-12-05,374.74,Marseille,Vêtements,8,Carte bancaire,4
4354,2024-12-05,474.65,Lille,Meubles,2,PayPal,3
3551,2024-12-05,435.37,Lyon,Électronique,3,PayPal,1
4920,2024-12-05,444.43,Marseille,Meubles,1,Carte bancaire,4
4106,2024-12-05,455.91,Bordeaux,Vêtements,1,Carte bancaire,2
